"Sort Key","Type","Name","Version","Name Space Id","Description","Steward","Value Type","Minimum Cardinality","Maximum Cardinality","Minimum Value","Maximum Value","Minimum Characters","Maximum Characters","Unit of Measure Type","Specified Unit Id","Attribute Concept","Conceptual Domain"
"geom:Device_Angle_Index:2             geom:index_name:1                    ","Attribute","index_name","n/a","geom","The index_name attribute supplies the formal name for the associated value in a group of related values. ","geo","ASCII_Short_String_Collapsed","0","3","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:Device_Angle_Index:2             geom:index_id:1                      ","Attribute","index_id","n/a","geom","The index_id attribute supplies a short name (identifier) for the associated value in a group of related values. ","geo","ASCII_Short_String_Collapsed","0","3","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:Device_Angle:1                  ","Class","Device_Angle","1.0.0.0","geom","The Device_Angle class is a container for the set of angles between the various components or devices of the spacecraft. ","geo","","","","","","","","","","",""
"geom:Device_Angle:2                   pds:local_identifier:1              ","Attribute","local_identifier","n/a","pds","The local_identifier attribute provides a character string which uniquely identifies the containing object within the label.","pds","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","TBD_dataConcept"
"geom:Device_Component_State_Index:1  ","Class","Device_Component_State_Index","1.0.0.0","geom","The Device_Component_State_Index class is a container for one state of a component of the articulation device. ","geo","","","","","","","","","","",""
"geom:Device_Component_State_Index:2   geom:index_value_string:1            ","Attribute","index_value_string","n/a","geom","The index_value attribute provides the string value as named by the associated index_id or index_name. ","geo","ASCII_Short_String_Collapsed","0","*","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:Device_Component_State_Index:2   geom:index_sequence_number:1         ","Attribute","index_sequence_number","n/a","geom","The index_sequence_number attribute supplies the sequence identifier for the associated value in a group of related values. ","geo","ASCII_Short_String_Collapsed","0","3","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:Device_Component_State_Index:2   geom:index_name:1                    ","Attribute","index_name","n/a","geom","The index_name attribute supplies the formal name for the associated value in a group of related values. ","geo","ASCII_Short_String_Collapsed","0","3","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:Device_Component_State_Index:2   geom:index_id:1                      ","Attribute","index_id","n/a","geom","The index_id attribute supplies a short name (identifier) for the associated value in a group of related values. ","geo","ASCII_Short_String_Collapsed","0","3","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:Device_Component_State:1        ","Class","Device_Component_State","1.0.0.0","geom","The Device_Component_State class is a container for the states of the various components of the articulation device. ","geo","","","","","","","","","","",""
"geom:Device_Component_State:2         pds:local_identifier:1              ","Attribute","local_identifier","n/a","pds","The local_identifier attribute provides a character string which uniquely identifies the containing object within the label.","pds","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","TBD_dataConcept"
"geom:Device_Motor_Counts_Index:1     ","Class","Device_Motor_Counts_Index","1.0.0.0","geom","The Device_Motor_Counts_Index class is a container for the attributes that describe the motor step count information for a single motor on a device. ","geo","","","","","","","","","","",""
"geom:Device_Motor_Counts_Index:2      geom:index_value_number:1            ","Attribute","index_value_number","n/a","geom","The index_value_number attribute provides the value with no applicable units as named by the associated index_id or index_name. ","geo","ASCII_Real","0","*","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","REAL"
"geom:Device_Motor_Counts_Index:2      geom:index_sequence_number:1         ","Attribute","index_sequence_number","n/a","geom","The index_sequence_number attribute supplies the sequence identifier for the associated value in a group of related values. ","geo","ASCII_Short_String_Collapsed","0","3","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:Device_Motor_Counts_Index:2      geom:index_name:1                    ","Attribute","index_name","n/a","geom","The index_name attribute supplies the formal name for the associated value in a group of related values. ","geo","ASCII_Short_String_Collapsed","0","3","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:Device_Motor_Counts_Index:2      geom:index_id:1                      ","Attribute","index_id","n/a","geom","The index_id attribute supplies a short name (identifier) for the associated value in a group of related values. ","geo","ASCII_Short_String_Collapsed","0","3","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:Device_Motor_Counts:1           ","Class","Device_Motor_Counts","1.0.0.0","geom","The Device_Motor_Counts class is a container for the classes that describe the motor step count information for device components. ","geo","","","","","","","","","","",""
"geom:Device_Motor_Counts:2            pds:local_identifier:1              ","Attribute","local_identifier","n/a","pds","The local_identifier attribute provides a character string which uniquely identifies the containing object within the label.","pds","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","TBD_dataConcept"
"geom:Device_Gravity_Vector:1         ","Class","Device_Gravity_Vector","1.0.0.0","geom","The Device_Gravity_Vector class specifies the direction and magnitude of an external force acting on the articulation device, in the spacecraft's coordinate system, at the time the pose was computed. ","geo","","","","","","","","","","",""
"geom:Device_Gravity_Vector:2          geom:x_no_units:1                    ","Attribute","x_no_units","n/a","geom","The x component of a Cartesian vector which has no units.","geo","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","REAL"
"geom:Device_Gravity_Vector:2          geom:y_no_units:1                    ","Attribute","y_no_units","n/a","geom","The y component of a Cartesian vector which has no units.","geo","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","REAL"
"geom:Device_Gravity_Vector:2          geom:z_no_units:1                    ","Attribute","z_no_units","n/a","geom","The z component of a Cartesian vector which has no units.","geo","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","REAL"
"geom:Device_Temperature_Index:1      ","Class","Device_Temperature_Index","1.0.0.0","geom","The Device_Temperature_Index class specifies the attributes describing the temperature of one device or some part of a device. ","geo","","","","","","","","","","",""
"geom:Device_Temperature_Index:2       geom:index_value_temperature:1       ","Attribute","index_value_temperature","n/a","geom","The index_value_temperature attribute provides the value of a temperature as named by the associated index_id or index_name. ","geo","ASCII_Real","0","*","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Temperature","none","TBD_classConcept","REAL"
"geom:Device_Temperature_Index:2       geom:index_sequence_number:1         ","Attribute","index_sequence_number","n/a","geom","The index_sequence_number attribute supplies the sequence identifier for the associated value in a group of related values. ","geo","ASCII_Short_String_Collapsed","0","3","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:Device_Temperature_Index:2       geom:index_name:1                    ","Attribute","index_name","n/a","geom","The index_name attribute supplies the formal name for the associated value in a group of related values. ","geo","ASCII_Short_String_Collapsed","0","3","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:Device_Temperature_Index:2       geom:index_id:1                      ","Attribute","index_id","n/a","geom","The index_id attribute supplies a short name (identifier) for the associated value in a group of related values. ","geo","ASCII_Short_String_Collapsed","0","3","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:Device_Temperature:1            ","Class","Device_Temperature","1.0.0.0","geom","The Device_Temperature class is a container for all available device temperatures of an articulated device and/or part(s) of a device. ","geo","","","","","","","","","","",""
"geom:Device_Temperature:2             pds:local_identifier:1              ","Attribute","local_identifier","n/a","pds","The local_identifier attribute provides a character string which uniquely identifies the containing object within the label.","pds","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","TBD_dataConcept"
"geom:Axis_Vector:1                   ","Class","Axis_Vector","1.0.0.0","geom","The Axis_Vector describes the axis of the camera, defined as the normal to the image plane. ","geo","","","","","","","","","","",""
"geom:Axis_Vector:2                    geom:x_no_units:1                    ","Attribute","x_no_units","n/a","geom","The x component of a Cartesian vector which has no units.","geo","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","REAL"
"geom:Axis_Vector:2                    geom:y_no_units:1                    ","Attribute","y_no_units","n/a","geom","The y component of a Cartesian vector which has no units.","geo","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","REAL"
"geom:Axis_Vector:2                    geom:z_no_units:1                    ","Attribute","z_no_units","n/a","geom","The z component of a Cartesian vector which has no units.","geo","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","REAL"
